Designator,Footprint,Quantity,Value,LCSC Part #
C1,0603,1,100n,
C2,0603,1,0-50 pF,
"J1, J2, J3, J4",PinHeader_1x02_P1.27mm_Vertical_SMD_Pin1Left,4,Conn_01x02_Male,
U1,SOT-23-6,1,TTP223-BA6,
