Comment,Designator,Footprint,LCSC
Conn_01x02_Male,J1,PinHeader_1x02_P1.27mm_Vertical_SMD_Pin1Left,
Conn_01x02_Male,J4,PinHeader_1x02_P1.27mm_Vertical_SMD_Pin1Left,
Conn_01x02_Male,J3,PinHeader_1x02_P1.27mm_Vertical_SMD_Pin1Left,
Conn_01x02_Male,J2,PinHeader_1x02_P1.27mm_Vertical_SMD_Pin1Left,
